2508	voc.	_	à	_
2508	prn.	PRON	à	_
2508	emph.	_	à	_
2354	prn.	PRON	i	_
2354	alph.	_	i	_
1369	prn.	PRON	li	_
963	v.	VERB	ɓa	_
963	prn.	PRON	ɓa	_
963	n.	NOUN	ɓa	ɓa
963	n.	NOUN	ɓa	bı̀ɓa (mbùu, ŋgàndàk)
963	n.	NOUN	ɓa	bı̀ɓa (mbùu, ŋgàndàk)
940	prn.	PRON	ı̀	_
858	prn.	PRON	mɛ̀	_
659	prp.	ADP	nı̀	_
659	conj.	_	nı̀	_
565	adv.	ADV	ma	_
535	prn.	PRON	hi	_
535	adj.	ADJ	hi	_
532	prn.	PRON	nyɛ	_
525	agr.	_	bi	_
486	prn.	PRON	ù	_
463	v.	VERB	yè	_
412	conj.	_	lɛ	_
412	adv.	ADV	lɛ	_
367	n.	NOUN	mùt	ɓòt
240	prn.	PRON	dı̀	_
233	adj.	ADJ	nunu	_
219	v.	VERB	gwèe	_
219	prp.	ADP	gwèe	_
186	adj.	ADJ	yɛ̂m	_
180	prn.	PRON	inyùu	_
134	n.	NOUN	ndap	màndap
134	n.	NOUN	jàm	màm
126	adj.	ADJ	wɛ̂m	_
124	prn.	PRON	jɔŋ	_
124	adj.	ADJ	jɔŋ	_
116	adv.	ADV	hana	_
112	v.	VERB	ɓɔ	_
112	prn.	PRON	ɓɔ	_
109	adv.	ADV	ŋgàndàk	_
109	adj.	ADJ	ŋgàndàk	ŋgàndàk
108	v.	VERB	tɔ̀	_
108	n.	NOUN	ŋgèdà	màŋgèdà
108	n.	NOUN	ɓòt	_
108	int.	INTJ	tɔ̀	_
108	conj.	_	tɔ̀	_
108	adj.	ADJ	tɔ̀	_
102	n.	NOUN	màŋgɛ	ɓɔ̀ŋgɛ
97	prn.	PRON	wɛ̀	_
90	conj.	_	kı̀i	_
90	adv.	ADV	kı̀i	_
87	prn.	PRON	nyɛn	_
87	n.	NOUN	mbɔt	mbɔt/màmbɔt
85	adj.	ADJ	lini	_
84	n.	NOUN	sǔglù	bı̀sǔglù
84	adv.	ADV	ndi	_
84	adv.	ADV	ı̀ni	_
76	n.	NOUN	bı̀jɛk	_
75	prn.	PRON	munu	_
74	prn.	PRON	jɛ̂m	_
74	adj.	ADJ	jɛ̂m	_
73	prn.	PRON	nu	_
72	prn.	PRON	jee	_
72	adj.	ADJ	jee	_
71	n.	NOUN	lɛ̀n	ɓàlɛ̀n (MEI)
70	v.	VERB	kop	_
70	n.	NOUN	kop	kop
67	prn.	PRON	ɓee	_
67	adv.	ADV	ɓee	_
66	n.	NOUN	mùdàa	ɓòdàa
66	n.	NOUN	màlep	_
65	v.	VERB	ha	_
65	prn.	PRON	ini	_
63	v.	VERB	ta	_
61	prp.	ADP	ŋgı̀i	_
61	n.	NOUN	ŋgı̀i	_
58	prp.	ADP	isı̄	_
58	prn.	PRON	unu	_
58	adv.	ADV	isı̄	_
58	adv.	ADV	halà	_
56	n.	NOUN	hɔp	màhɔp
56	n.	NOUN	hɔp	màhɔp
56	n.	NOUN	hɔp	màhɔp
55	n.	NOUN	kède	_
54	n.	NOUN	wɔ̌m	ŋwɔ̌m
54	n.	NOUN	ɛ	bı̀ɛ
54	alph.	_	ɛ	_
53	n.	NOUN	ǹsɔn	mı̀nsɔn
50	prn.	PRON	wɔŋ	_
50	n.	NOUN	mbɔk	_
50	n.	NOUN	lɔ̀ŋ	bı̀lɔ̀ŋ/màlɔ̀ŋ
50	adj.	ADJ	yes	_
49	v.	VERB	jɛ	_
49	prp.	ADP	ŋgı̀	_
49	n.	NOUN	kɛl	kɛl; kɛl/màkɛl
49	n.	NOUN	jɛ	_
49	adv.	ADV	ŋgı̀	_
47	prn.	PRON	nû	_
47	n.	NOUN	màm	_
47	adv.	ADV	kı̀	_
46	v.	VERB	lep	_
46	n.	NOUN	lep	màlep
44	n.	NOUN	njɛ̀l	mànjɛ̀l
43	n.	NOUN	kɛmbɛ̂	kɛmbɛ̂
43	adv.	ADV	yaga	_
41	agr.	_	lı̂	_
41	adj.	ADJ	gwee	_
40	v.	VERB	ɓeba	_
40	n.	NOUN	ɓeba	bı̀ɓeba
40	conj.	_	wɛ̀ɛ	_
40	adv.	ADV	ɓeba	_
40	adj.	ADJ	ɓeba	_
40	adj.	ADJ	ɓeba	_
39	v.	VERB	tee	_
39	adj.	ADJ	yèe	_
37	n.	NOUN	ŋgɔ̀k	_
37	n.	NOUN	mɔ̀ni	_
37	n.	NOUN	kòò	màkòò
37	n.	NOUN	kààt	bı̀kààt
36	prn.	PRON	ɓana	_
36	n.	NOUN	nyùu	mànyùu
36	n.	NOUN	mbay	màmbay
36	adj.	ADJ	yɛ̀m	_
36	adj.	ADJ	nyùu	nyùu
35	prn.	PRON	hyee	_
35	n.	NOUN	wı̌p	_
34	v.	VERB	ɓak	_
34	v.	VERB	ɓak	_
34	ono.	_	ɓak	_
34	n.	NOUN	nùga	bı̀nùga
34	n.	NOUN	mı̌s	_
34	adj.	ADJ	yee	_
34	adj.	ADJ	wee	_
33	v.	VERB	kɔ̀n	_
33	prp.	ADP	ikède	_
33	n.	NOUN	kɔ̀n	màkɔ̀n
33	n.	NOUN	ɓòlo	bı̀ɓòlo
32	n.	NOUN	ŋwɛ̀mɛl	màŋwɛ̀mɛl
32	n.	NOUN	hɔ̀ma	ɓàhɔ̀ma
32	n.	NOUN	hɔ̀ma	ɓàhɔ̀ma
32	n.	NOUN	hɔ̀ma	ɓàhɔ̀ma
31	v.	VERB	ti	_
31	prn.	PRON	yɔ	_
31	n.	NOUN	ti	_
31	n.	NOUN	ŋgaa	ŋgaa
31	n.	NOUN	nyɔ̀	mànyɔ̀
31	n.	NOUN	koy	_
31	adv.	ADV	ŋgi	_
31	adj.	ADJ	ŋgı̀m	ŋgı̀m
30	n.	NOUN	jùu	_
30	_	_	jùu	_
30	conj.	_	jɔn	_
30	adj.	ADJ	gwɛ̂m	_
29	n.	NOUN	nàŋ	bı̀nàŋ
29	n.	NOUN	hı̀òndɛ̀	dı̀òndɛ̀
29	adj.	ADJ	gwɔŋ	_
28	n.	NOUN	mɔ̀k	_
28	n.	NOUN	màɔ̀k	_
28	n.	NOUN	hyèe	cèe
28	adj.	ADJ	wɛ̀m	_
27	yj.	_	yɔn	_
27	v.	VERB	yɔn	_
27	v.	VERB	wɔ	_
27	prn.	PRON	wɔ	_
27	n.	NOUN	kwadɛ	ɓàkwadɛ
27	agr.	_	hini	_
27	adv.	ADV	mû	_
27	adj.	ADJ	gwes	_
27	adj.	ADJ	ɓɛ̂m	_
26	v.	VERB	tà	_
26	v.	VERB	pɛ̀s	_
26	prn.	PRON	mɔŋ	_
26	prn.	PRON	ɓěs	_
26	n.	NOUN	pɛ̀s	bı̀pɛ̀s
25	n.	NOUN	sèp	bı̀sèp
25	n.	NOUN	ŋgwɔ	_
25	n.	NOUN	njaŋgumba	_
25	n.	NOUN	ndèè	_
25	adv.	ADV	kı̀kı̀i	_
24	v.	VERB	pam	_
24	v.	VERB	kɛ̀	_
24	v.	VERB	ɓɔ̀t	_
24	n.	NOUN	wɔ̀m	_
24	n.	NOUN	su	màsu
24	n.	NOUN	ǹjɛ	ɓàjɛ
24	n.	NOUN	ɓɔ̀t	bı̀ɓɔ̀t; ɓɔ̀ɓɔ̀t
24	n.	NOUN	bı̀kay	_
24	int.	INTJ	yê	_
24	adj.	ADJ	sɔsɔ̄	ɓàsɔsɔ̄
23	prn.	PRON	wɔn	_
23	n.	NOUN	ŋgùy	_
23	n.	NOUN	ŋgɔ̀nd	ŋgɔ̀nd
23	n.	NOUN	ŋgɔ̀nd	ŋgɔ̀nd
23	n.	NOUN	ŋgɔ̀nd	bı̀ŋgɔ̀nd
23	n.	NOUN	ŋgànd	màŋgànd
23	n.	NOUN	kek	bı̀kek
22	n.	NOUN	ŋ̀ɔ	mı̀ŋɔ
22	n.	NOUN	ǹlom	ɓàlom
22	n.	NOUN	mòo	_
22	n.	NOUN	lı̀ɓàdò	màɓàdò
22	n.	NOUN	hyàndi	càndi
22	n.	NOUN	hyàndi	càndi
22	adj.	ADJ	ǹlom	ɓàlom
21	s.	_	màtoà	_
21	prn.	PRON	ı̂	_
21	n.	NOUN	yak	_
21	n.	NOUN	nyɔ̀ɔ	_
21	n.	NOUN	hı̀ɓɛ̀ɛ	dı̀ɓɛ̀ɛ
21	conj.	_	yàk	_
21	adv.	ADV	nyɔ̀ɔ	_
21	adj.	ADJ	hyɔŋ	cɔŋ
20	v.	VERB	yi	_
20	v.	VERB	heeba	_
20	n.	NOUN	yi	bı̀yi
20	n.	NOUN	wɔ̀ŋi	_
20	adv.	ADV	nyɔ̀nɔ	_
19	s.	_	hı̀nɔ̀ɔ	dı̀nɔ̀ɔ
19	n.	NOUN	ŋ̀kòò	mı̀ŋkòò
19	n.	NOUN	ŋgı̀ı̀	_
19	n.	NOUN	Nyambɛ̂	̂ı̀ tà ɓe
19	n.	NOUN	ǹti	ɓàti
19	n.	NOUN	lɔ̀m	ɓàlɔ̀m
19	n.	NOUN	ɓàŋga	bı̀ɓàŋga
19	n.	NOUN	ɓàŋga	bı̀ɓàŋga
19	adv.	ADV	ɓàŋga	_
19	adj.	ADJ	ndèk	ndèk
19	adj.	ADJ	ɓàŋga	ɓàŋga
18	s.	_	m̂ɓòŋ	m̂ɓòŋ tɔ̀ ɓàɓòŋ (MEI), mı̀mɓòŋ
18	npr.	PROPN	Yawè	_
18	n.	NOUN	ŋwı̀ı̀	màŋwı̀ı̀
18	n.	NOUN	ŋwı̀i	_
18	n.	NOUN	ŋ̀ɛm	mı̀ŋɛm
18	n.	NOUN	ŋ̀ɛm	mı̀ŋɛm
18	n.	NOUN	ŋ̀ɛm	mı̀ŋɛm
18	n.	NOUN	ǹlamb	mı̀nlamb
18	n.	NOUN	lɔ̂ŋ	bı̀lɔ̂ŋ
18	adv.	ADV	yàni	ɓàyàni
17	prn.	PRON	ŋwes	_
17	n.	NOUN	yɔ̌m	gwɔ̌m
17	adj.	ADJ	ŋwes	_
16	v.	VERB	yɔ̀ŋ	_
16	s.	_	so	_
16	s.	_	so	_
16	prn.	PRON	njɛɛ	_
16	prn.	PRON	hyɛ̂m	_
16	prn.	PRON	ɓèe	_
16	n.	NOUN	ten	_
16	n.	NOUN	têblè	_
16	n.	NOUN	pân	bı̀pân
16	n.	NOUN	ndùdù	màndùdù
16	n.	NOUN	ndɔ̀bɔ̀	_
16	n.	NOUN	mbus	_
16	adv.	ADV	mbus	_
16	adj.	ADJ	yada	_
16	adj.	ADJ	ɓâ	_
15	v.	VERB	ɓɔ̀ŋ	_
15	prp.	ADP	ŋ̀ŋɔ	_
15	n.	NOUN	wɔ̀ɔ	mɔ̀ɔ
15	n.	NOUN	wây	_
15	n.	NOUN	tı̀	bı̀tı̀
15	n.	NOUN	ŋ̀ŋɔ	mı̀ŋɔ
15	n.	NOUN	ŋ̀gwee	mı̀ŋgwee
15	n.	NOUN	mbɔ̀m	_
15	n.	NOUN	mboo	_
15	n.	NOUN	màlêt	ɓàlêt
15	n.	NOUN	lı̀wanda	màwanda
15	n.	NOUN	dɔ̂ktà	màdɔ̂ktà; bı̀dɔ̂ktà
15	n.	NOUN	ɓàsàa	_
15	n.	NOUN	bı̀su	_
15	adv.	ADV	ŋ̀gwee	_
15	adj.	ADJ	yàŋgà	gwàŋgà
15	adj.	ADJ	yàda	_
15	adj.	ADJ	wada	_
14	v.	VERB	ɓòm	_
14	prn.	PRON	gwɔn	_
14	n.	NOUN	ŋ̀kɔ̀ŋ	mı̀ŋkɔ̀ŋ
14	n.	NOUN	ǹtomba	mı̀ntomba
14	n.	NOUN	ǹsɔmb	ɓàsɔmb
14	n.	NOUN	mbɛ̀gɛ̀ɛ̀	màmbɛ̀gɛ̀ɛ̀
14	n.	NOUN	lı̀kɔ̀ndɔ̀	màkɔ̀ndɔ̀
14	n.	NOUN	hyàŋgaa	càŋgaa
14	n.	NOUN	ɓòm	bı̀ɓòm
14	conj.	_	inyǔlɛ̄	_
13	v.	VERB	sàŋ	_
13	v.	VERB	pos	_
13	v.	VERB	nɔk	_
13	v.	VERB	mɔn	_
13	v.	VERB	kòli	_
13	v.	VERB	ɓèèga	_
13	prn.	PRON	nuu	_
13	n.	NOUN	sàŋ	bı̀sàŋ
13	n.	NOUN	pos	bı̀pos
13	n.	NOUN	pee	_
13	n.	NOUN	ŋgɛŋ	_
13	n.	NOUN	ŋgê	mı̀ŋgê
13	n.	NOUN	nyɛ̀mb	mànyɛ̀mb
13	n.	NOUN	nyàgà	bı̀nyàgà
13	n.	NOUN	ǹlɔŋ	mı̀nlɔŋ
13	n.	NOUN	njɔ̀k	_
13	n.	NOUN	mbèŋ	_
13	n.	NOUN	lı̀ɓiı̂	màɓiı̂
13	n.	NOUN	kɛ̀y	bı̀kɛ̀y
13	n.	NOUN	Hı̀lòlômb	_
13	n.	NOUN	gwèt	_
13	n.	NOUN	bı̀tèk	_
13	adv.	ADV	ı̀lɔ̀ɔ̀	_
13	adj.	ADJ	njɔ̀k	_
13	adj.	ADJ	hyada	_
13	adj.	ADJ	biɓaà	_
12	v.	VERB	lɔ̀	_
12	v.	VERB	ɓɔŋ	_
12	n.	NOUN	tuyɛ̂	ɓàtuyɛ̂
12	n.	NOUN	soŋ	_
12	n.	NOUN	ŋ̀ɔŋ	mı̀ŋɔŋ
12	n.	NOUN	ŋ̀kùs	mı̀ŋkùs
12	n.	NOUN	ŋ̀kaa	mı̀ŋkaa
12	n.	NOUN	ŋgambi	ŋgambi
12	n.	NOUN	ŋgambi	ŋgambi
12	n.	NOUN	nyùŋga	_
12	n.	NOUN	mbɛ̀bi	_
12	n.	NOUN	lòk	bı̀lòk
12	n.	NOUN	lı̀ɓàŋgà	màŋgà
12	n.	NOUN	ɓɔŋ	bı̀ɓɔŋ
12	n.	NOUN	Bı̀ŋgèŋgên	_
12	agr.	_	mâ	_
12	adv.	ADV	ɓɔŋ	_
12	adj.	ADJ	mâ	_
11	v.	VERB	pɔt	_
11	v.	VERB	jɔ̀gɔ̂p	_
11	v.	VERB	gwɔ	_
11	v.	VERB	ɓok	_
11	v.	VERB	ɓep	_
11	prn.	PRON	jes	_
11	prn.	PRON	gwɔ	_
11	n.	NOUN	pèk	màpèk
11	n.	NOUN	njèk	_
11	n.	NOUN	njèe	_
11	n.	NOUN	ndàmb	_
11	n.	NOUN	mùnlom	ɓòlom
11	n.	NOUN	lı̀kɔ̀ŋ	màkɔ̀ŋ
11	n.	NOUN	lı̀kedêl	màkedêl
11	n.	NOUN	kwàŋ	_
11	n.	NOUN	komôl	màkomôl
11	n.	NOUN	hı̀si	dı̀si
11	n.	NOUN	ɓɔ̀ma	bı̀ɓɔ̀ma
11	n.	NOUN	ɓok	bı̀ɓok
11	n.	NOUN	ɓep	bı̀ɓep (mbùu)
11	n.	NOUN	bı̀kààt	_
11	adv.	ADV	kwàŋ	_
11	adj.	ADJ	jes	_
11	adj.	ADJ	gwap	_
11	adj.	ADJ	ɓàhɔgi	_
10	v.	VERB	yı̀i	_
10	v.	VERB	kwɔ̀	_
10	s.	_	njàl	_
10	prp.	ADP	mbàà	_
10	prn.	PRON	nyɛmɛ̀dɛ	_
10	n.	NOUN	yı̀i	gwı̀i
10	n.	NOUN	yèènɛ	bı̀yèènɛ
10	n.	NOUN	tâ	_
10	n.	NOUN	sɔ̀ŋ	bı̀sɔ̀ŋ ? sɔ̀ŋ ?
10	n.	NOUN	seya	bı̀seya
10	n.	NOUN	ŋwı̀n	màŋwı̀n
10	n.	NOUN	ŋgɔɔ	_
10	n.	NOUN	ŋgɔmı̂n	ŋgɔmı̂n/ɓàŋgɔmı̂n
10	n.	NOUN	nyà	nyà/mànyà
10	n.	NOUN	ǹsugi	mı̀nsugi
10	n.	NOUN	ndɔ̀ndɔ̀k	_
10	n.	NOUN	mbòŋ	_
10	n.	NOUN	mbàà	_
10	n.	NOUN	màtibla	_
10	n.	NOUN	kwɔ̀	bı̀kwɔ̀
10	n.	NOUN	kɔ̂p	kɔ̂p
10	n.	NOUN	kon	_
10	n.	NOUN	kiŋ	kiŋ; màkiŋ
10	n.	NOUN	kɛ̂glà	bı̀kɛ̂glà
10	n.	NOUN	hı̀ŋgɔ̀ndà	dı̀ŋgɔ̀ndà
10	agr.	_	mana	_
10	agr.	_	hı̂	_
10	adj.	ADJ	nyà	_
9	v.	VERB	ànɛ̀	_
9	n.	NOUN	wanda	_
9	n.	NOUN	tɔ̀nɛ̀	_
9	n.	NOUN	sogol	ɓàsogol
9	n.	NOUN	ŋwɛ̀ɛ	_
9	n.	NOUN	nı̀ŋ	bı̀nı̀ŋ
9	n.	NOUN	m̂pàn	mı̀mpàn
9	n.	NOUN	mòŋgo	_
9	n.	NOUN	mbòndo	màmbondo
9	n.	NOUN	mbòndo	màmbondo
9	n.	NOUN	lı̀ɓɛ	màɓɛ
9	n.	NOUN	Krı̌stò	_
9	n.	NOUN	jɔ̀ɔ	mɔ̀ɔ
9	n.	NOUN	hyèmbi	cèmbi
9	n.	NOUN	hı̀kòa	dı̀kòa
9	n.	NOUN	ànɛ̀	bı̀ènèl [màànɛ̀ (G.Schuerle 1912, p.90)]
9	adv.	ADV	hay	_
9	adj.	ADJ	ŋwɛ̀ɛ	_
9	adj.	ADJ	ɓɔɓasô	_
8	v.	VERB	tegi	_
8	v.	VERB	nı̀ŋi	_
8	v.	VERB	la	_
8	v.	VERB	ɓum	_
8	v.	VERB	ɓap	_
8	v.	VERB	ɓap	_
8	v.	VERB	ɓap	_
8	s.	_	bı̀ɓɛ	_
8	prp.	ADP	lòŋnı̀	_
8	prn.	PRON	jap	_
8	prn.	PRON	hyɔn	_
8	n.	NOUN	tok	_
8	n.	NOUN	sûp	_
8	n.	NOUN	sɛ̀l	bı̀sɛ̀l
8	n.	NOUN	Ŋwɛ̌t	_
8	n.	NOUN	ŋgèlè	_
8	n.	NOUN	ǹsɔŋ	mı̀nsɔŋ
8	n.	NOUN	m̂pɔt	ɓàpɔt
8	n.	NOUN	mbàs	_
8	n.	NOUN	màŋgà	_
8	n.	NOUN	màliga	_
8	n.	NOUN	lı̀nyàŋ	mànyàŋ
8	n.	NOUN	lı̀kàŋ	màkàŋ
8	n.	NOUN	lı̀kàŋ	màkàŋ
8	n.	NOUN	lı̀kàŋ	màkàŋ
8	n.	NOUN	lı̀kàŋ	màkàŋ
8	n.	NOUN	lı̀kàŋ	màkàŋ
8	n.	NOUN	lı̀ɓay	màɓay
8	n.	NOUN	lı̀ɓay	màɓay
8	n.	NOUN	lı̀ɓay	màɓay
8	n.	NOUN	lɛ̌n	_
8	n.	NOUN	kàkaò	_
8	n.	NOUN	jı̌s	mı̌s
8	n.	NOUN	jı̀mb	mı̀mb
8	n.	NOUN	jǎŋgòlò	mǎŋgòlò
8	n.	NOUN	gwɔ̌m	_
8	n.	NOUN	gwɔ̌m	_
8	n.	NOUN	gôl	_
8	n.	NOUN	cǒs	_
8	n.	NOUN	ɓum	bı̀ɓum
8	n.	NOUN	bɔ̂l	_
8	adv.	ADV	lɛ̌n	_
8	adv.	ADV	hanânɔ	_
8	adv.	ADV	ɓɔ̀ga	_
8	adv.	ADV	ɓap	_
8	adj.	ADJ	yěs	_
8	adj.	ADJ	yàŋan	_
8	adj.	ADJ	wɔnsô	_
8	adj.	ADJ	ŋwap	_
8	adj.	ADJ	jap	_
8	adj.	ADJ	gwɔbisô	_
8	adj.	ADJ	ɓòo	_
7	v.	VERB	tòŋ	_
7	v.	VERB	si	_
7	v.	VERB	nɔ̀y	bı̀nɔ̀y
7	v.	VERB	lɔ̀ɔ̀	_
7	v.	VERB	lɔ̀ɔ	_
7	v.	VERB	kàà	_
7	v.	VERB	gwèènɛ	_
7	v.	VERB	cɔ	_
7	v.	VERB	ap	_
7	s.	_	ŋ̀kop	mı̀ŋkop
7	s.	_	mbɔmbɔ̀k	ɓàmbɔmbɔ̀k
7	prn.	PRON	yaŋan	_
7	prn.	PRON	cɔ	_
7	prn.	PRON	ces	_
7	npro.	PROPN	Pondi	_
7	npro.	PROPN	Pondi	_
7	n.	NOUN	tòŋ	bı̀tòŋ
7	n.	NOUN	tɛl	bı̀tɛl
7	n.	NOUN	pɔɔ	màpɔɔ
7	n.	NOUN	pià	bı̀pià
7	n.	NOUN	pên	_
7	n.	NOUN	paa	_
7	n.	NOUN	ŋwàa	ɓàa
7	n.	NOUN	ŋ̀kwɛ̀l	mı̀ŋkwɛ̀l
7	n.	NOUN	ǹsɔ	mı̀nsɔ
7	n.	NOUN	ǹsɛŋ	mı̀nsɛŋ
7	n.	NOUN	ǹsaŋ	mı̀nsaŋ
7	n.	NOUN	nɔ̀y	bı̀nɔ̀y
7	n.	NOUN	ǹlam	ɓàlam
7	n.	NOUN	ndugi	màndugi
7	n.	NOUN	mı̀ntùk	_
7	n.	NOUN	mànyûŋ	_
7	n.	NOUN	mànyûŋ	_
7	n.	NOUN	màjò	ɓɔ̀màjò (MEI)
7	n.	NOUN	màhindi	_
7	n.	NOUN	lɔ̀ɔ	bı̀lɔ̀ɔ
7	n.	NOUN	lı̀kàbò	màkàbò
7	n.	NOUN	kôsi	kodisi
7	n.	NOUN	jɔ̀mɔ̂l	mɔ̀mɔ̂l
7	n.	NOUN	jògà	mògà
7	n.	NOUN	jamân	_
7	n.	NOUN	hı̀hègà	dı̀hègà
7	n.	NOUN	cɔ	_
7	n.	NOUN	bı̀nan	_
7	n.	NOUN	bı̀lɔ̀ɔ	_
7	det.	DET	kàà	_
7	adv.	ADV	ndugi	_
7	adv.	ADV	laa	_
7	adv.	ADV	kı̂yaga	_
7	adj.	ADJ	wàda	_
7	adj.	ADJ	tɛl	ɓɔ̀tɛl
7	adj.	ADJ	si	_
7	adj.	ADJ	ŋwɛ̂m	_
7	adj.	ADJ	ǹsɔ	_
7	adj.	ADJ	ǹlam	ɓàlam
7	adj.	ADJ	iɓaà	_
7	adj.	ADJ	ces	_
7	adj.	ADJ	ɓatân	_
7	adj.	ADJ	bitân	_
6	v.	VERB	sa	_
6	v.	VERB	om	_
6	v.	VERB	naŋ	_
6	v.	VERB	laŋ	_
6	v.	VERB	kùù	_
6	v.	VERB	kègsɛ̀	_
6	v.	VERB	jòp	_
6	v.	VERB	edi	_
6	v.	VERB	ɓı̀ı̀bɛ̀	_
6	v.	VERB	ɓı̀ı̀bɛ̀	_
6	v.	VERB	ɓɛ̀l	_
6	v.	VERB	ɓèŋgɛ̀	_
6	v.	VERB	ɓê	_
6	v.	VERB	ɓas	_
6	v.	VERB	ɓas	_
6	v.	VERB	ɓas	_
6	v.	VERB	ɓas	_
6	prp.	ADP	ı̀lɔ̀lɛ	_
6	prn.	PRON	ŋwɔ	_
6	prn.	PRON	hɛ̀	_
6	ono.	_	ndı̀ŋ	_
6	npro.	PROPN	Kàya	_
6	npro.	PROPN	Jɔ̌p	_
6	n.	NOUN	wı̌m	_
6	n.	NOUN	tisɔ̀n	bı̀tisɔ̀n
6	n.	NOUN	soya	bı̀soya
6	n.	NOUN	sa	màsa
6	n.	NOUN	pebee	_
6	n.	NOUN	pàdà	bı̀pàdà
6	n.	NOUN	ŋ̀kuu	mı̀ŋkuu
6	n.	NOUN	ŋ̀in	mı̀ŋiŋ
6	n.	NOUN	ŋgàdà	ŋgàdà
6	n.	NOUN	ǹyòl	mı̀ǹyòl
6	n.	NOUN	ǹlɔp	mı̀nlɔp
6	n.	NOUN	ndòm	_
6	n.	NOUN	ndı̀ŋ	_
6	n.	NOUN	ndim	_
6	n.	NOUN	naŋ	_
6	n.	NOUN	m̂pek	mı̀mpek
6	n.	NOUN	mı̀nsɔ̀ŋgi	_
6	n.	NOUN	mbu	_
6	n.	NOUN	mbon	_
6	n.	NOUN	mbɛp	_
6	n.	NOUN	mbàeŋ	_
6	n.	NOUN	maŋ	mı̀maŋ ? maŋga ?
6	n.	NOUN	mànyâŋ	_
6	n.	NOUN	màhɔŋɔ̂l	_
6	n.	NOUN	lı̀sɛgɛ̀	màsɛgɛ̀
6	n.	NOUN	lı̀pàn	màpàn
6	n.	NOUN	lı̀kòga	màkòga
6	n.	NOUN	lı̀kè	_
6	n.	NOUN	lı̀hɛp	_
6	n.	NOUN	lı̀ɓok	màɓok
6	n.	NOUN	laŋ	_
6	n.	NOUN	lambɛ̀	bı̀lambɛ̀
6	n.	NOUN	kwɛ̀m	ɓàkwɛ̀m
6	n.	NOUN	kùù	bı̀kùù
6	n.	NOUN	kùmba	bı̀kùmba
6	n.	NOUN	kul	_
6	n.	NOUN	kòkoa	bı̀kòkoa
6	n.	NOUN	kòba	_
